PREFIXO SIGMA;NOME DA LINHA;SERVICO;LOCALIDADE;HORARIO;DIA_PARTIDA;TIPO_VEICULO;FREQUENCIA;LAT;LON;SENTIDO;SEQUENCIA
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;SAO MIGUEL DOS CAMPOS;20:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Quinta;-9,779934576;-36,09426427;IDA;5
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;PROPRIA;22:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Quinta;-10,20820732;-36,84209936;IDA;6
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;ESTANCIA;00:45;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-11,26794865;-37,44001085;IDA;7
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;ALAGOINHAS;03:45;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-12,13418259;-38,42261577;IDA;8
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;FEIRA DE SANTANA;05:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-12,22928425;-38,9600331;IDA;9
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;SANTO ESTEVAO;06:20;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-12,42889323;-39,2531902;IDA;10
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;MILAGRES;07:40;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-12,87057492;-39,8591271;IDA;11
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;JEQUIE;09:15;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-13,85566401;-40,08860733;IDA;12
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;VITORIA DA CONQUISTA;13:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-14,84800481;-40,83980954;IDA;13
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;MEDINA;17:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-16,22479562;-41,47630907;IDA;14
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;TEOFILO OTONI;20:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-17,86253981;-41,50963517;IDA;15
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;GOVERNADOR VALADARES;22:15;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-18,8528824;-41,94708133;IDA;16
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;CARATINGA;00:15;D+2;FROTA SEMI E CONV - 46 LUGARES;Quinta;-19,78963492;-42,14370705;IDA;17
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;LEOPOLDINA;03:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Quinta;-21,53072936;-42,64184413;IDA;18
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;RIO DE JANEIRO;13:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Quinta;-22,87665212;-43,22787513;IDA;19
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;CAMPINA GRANDE;10:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-7,22149704;-35,88385911;IDA;1
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;ITABAIANA;10:03;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-7,3309315;-35,33753339;IDA;2
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;TIMBAUBA;10:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-7,511745674;-35,31877212;IDA;3
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;LIMOEIRO;11:50;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-7,880198;-35,45526105;IDA;4
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;VITORIA DE SANTO ANTAO;12:50;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-8,118748;-35,29386424;IDA;5
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;GRAVATA;13:25;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-8,2059995;-35,57149239;IDA;6
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;CARUARU;14:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-8,285898;-35,96707336;IDA;7
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;SAO MIGUEL DOS CAMPOS;19:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-9,779934576;-36,09426427;IDA;8
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;PROPRIA;21:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-10,20820732;-36,84209936;IDA;9
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;ESTANCIA;23:45;D+0;FROTA SEMI E CONV - 46 LUGARES;Quarta;-11,26794865;-37,44001085;IDA;10
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;ALAGOINHAS;02:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-12,13418259;-38,42261577;IDA;11
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;FEIRA DE SANTANA;04:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-12,22928425;-38,9600331;IDA;12
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;SANTO ESTEVAO;05:20;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-12,42889323;-39,2531902;IDA;13
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;MILAGRES;06:40;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-12,87057492;-39,8591271;IDA;14
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;JEQUIE;08:15;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-13,85566401;-40,08860733;IDA;15
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;VITORIA DA CONQUISTA;12:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-14,84800481;-40,83980954;IDA;16
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;MEDINA;16:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-16,22479562;-41,47630907;IDA;17
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;TEOFILO OTONI;19:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-17,86253981;-41,50963517;IDA;18
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;GOVERNADOR VALADARES;21:15;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-18,8528824;-41,94708133;IDA;19
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;CARATINGA;23:15;D+1;FROTA SEMI E CONV - 46 LUGARES;Quarta;-19,78963492;-42,14370705;IDA;20
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;LEOPOLDINA;02:50;D+2;FROTA SEMI E CONV - 46 LUGARES;Quarta;-21,53072936;-42,64184413;IDA;21
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;TRES RIOS;04:50;D+2;FROTA SEMI E CONV - 46 LUGARES;Quarta;-22,117448;-43,21160944;IDA;22
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;RIO DE JANEIRO;07:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Quarta;-22,87665212;-43,22787513;IDA;23
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;4901030;SAO PAULO;15:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Quarta;-23,5673865;-46,57038318;IDA;24
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;SAO PAULO;10:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Sábado;-23,5673865;-46,57038318;VOLTA;1
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;RIO DE JANEIRO;18:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Sábado;-22,87665212;-43,22787513;VOLTA;2
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;TRES RIOS;20:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Sábado;-22,117448;-43,21160944;VOLTA;3
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;LEOPOLDINA;22:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Sábado;-21,53072936;-42,64184413;VOLTA;4
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;CARATINGA;02:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-19,78963492;-42,14370705;VOLTA;5
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;GOVERNADOR VALADARES;04:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-18,8528824;-41,94708133;VOLTA;6
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;TEOFILO OTONI;06:10;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-17,86253981;-41,50963517;VOLTA;7
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;MEDINA;09:20;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-16,22479562;-41,47630907;VOLTA;8
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;VITORIA DA CONQUISTA;13:15;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-14,84800481;-40,83980954;VOLTA;9
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;JEQUIE;17:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-13,85566401;-40,08860733;VOLTA;10
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;MILAGRES;19:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-12,87057492;-39,8591271;VOLTA;11
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;SANTO ESTEVAO;20:20;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-12,42889323;-39,2531902;VOLTA;12
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;FEIRA DE SANTANA;22:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-12,22928425;-38,9600331;VOLTA;13
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;ALAGOINHAS;23:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Sábado;-12,13418259;-38,42261577;VOLTA;14
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;ESTANCIA;02:15;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-11,26794865;-37,44001085;VOLTA;15
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;PROPRIA;05:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-10,20820732;-36,84209936;VOLTA;16
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;SAO MIGUEL DOS CAMPOS;07:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-9,779934576;-36,09426427;VOLTA;17
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;CARUARU;12:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-8,285898;-35,96707336;VOLTA;18
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;GRAVATA;12:55;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-8,2059995;-35,57149239;VOLTA;19
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;VITORIA DE SANTO ANTAO;13:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-8,118748;-35,29386424;VOLTA;20
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;LIMOEIRO;14:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-7,880198;-35,45526105;VOLTA;21
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;ITABAIANA;16:15;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-7,3309315;-35,33753339;VOLTA;22
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;CAMPINA GRANDE;17:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-7,22149704;-35,88385911;VOLTA;23
PESP0213023;TIMBAUBA(PE) - SAO PAULO(SP) VIA GRAVATA;79001030;TIMBAUBA;18:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Sábado;-7,511745674;-35,31877212;VOLTA;24
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;TIMBAUBA;10:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-7,511745674;-35,31877212;IDA;1
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;LIMOEIRO;11:50;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-7,880198;-35,45526105;IDA;2
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;SURUBIM;13:05;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-7,835157057;-35,7567841;IDA;3
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;CARUARU;15:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-8,285898;-35,96707336;IDA;4
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;PROPRIA;20:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-10,20820732;-36,84209936;IDA;5
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;FEIRA DE SANTANA;02:40;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-12,22928425;-38,9600331;IDA;6
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;JEQUIE;06:40;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-13,85566401;-40,08860733;IDA;7
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;VITORIA DA CONQUISTA;09:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-14,84800481;-40,83980954;IDA;8
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;GOVERNADOR VALADARES;17:20;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-18,8528824;-41,94708133;IDA;9
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;TRES RIOS;01:25;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-22,117448;-43,21160944;IDA;10
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;SAO JOSE DOS CAMPOS;07:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-23,1840615;-45,8841754;IDA;11
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);49011030;SAO PAULO;08:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-23,5673865;-46,57038318;IDA;12
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;SAO PAULO;10:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Terça;-23,5673865;-46,57038318;VOLTA;1
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;SAO JOSE DOS CAMPOS;12:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Terça;-23,1840615;-45,8841754;VOLTA;2
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;TRES RIOS;17:35;D+0;FROTA SEMI E CONV - 46 LUGARES;Terça;-22,117448;-43,21160944;VOLTA;3
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;GOVERNADOR VALADARES;01:40;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-18,8528824;-41,94708133;VOLTA;4
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;VITORIA DA CONQUISTA;09:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-14,84800481;-40,83980954;VOLTA;5
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;JEQUIE;12:20;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-13,85566401;-40,08860733;VOLTA;6
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;FEIRA DE SANTANA;16:20;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-12,22928425;-38,9600331;VOLTA;7
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;PROPRIA;22:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-10,20820732;-36,84209936;VOLTA;8
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;CARUARU;03:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-8,285898;-35,96707336;VOLTA;9
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;SURUBIM;04:50;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-7,835157057;-35,7567841;VOLTA;10
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;LIMOEIRO;06:05;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-7,880198;-35,45526105;VOLTA;11
PESP0213094;TIMBAUBA(PE) - SAO PAULO(SP);490191030;TIMBAUBA;07:25;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-7,511745674;-35,31877212;VOLTA;12
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;SAO PAULO;13:00;D+0;SEMI E CONV - MISTO 16;Domingo;-23,5673865;-46,57038318;VOLTA;1
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;SAO JOSE DOS CAMPOS;14:20;D+0;SEMI E CONV - MISTO 16;Domingo;-23,1840615;-45,8841754;VOLTA;2
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;TAUBATE;15:20;D+0;SEMI E CONV - MISTO 16;Domingo;-23,0265555;-45,5566087;VOLTA;3
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;VITORIA DA CONQUISTA;13:05;D+1;SEMI E CONV - MISTO 16;Domingo;-14,84800481;-40,83980954;VOLTA;4
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;JEQUIE;17:50;D+1;SEMI E CONV - MISTO 16;Domingo;-13,85566401;-40,08860733;VOLTA;5
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;FEIRA DE SANTANA;21:35;D+1;SEMI E CONV - MISTO 16;Domingo;-12,22928425;-38,9600331;VOLTA;6
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;NOSSA SENHORA DAS DORES;02:55;D+2;SEMI E CONV - MISTO 16;Domingo;-10,49205437;-37,19371121;VOLTA;7
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;NOSSA SENHORA DA GLORIA;03:40;D+2;SEMI E CONV - MISTO 16;Domingo;-10,21568685;-37,41992146;VOLTA;8
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;MONTE ALEGRE DE SERGIPE;04:40;D+2;SEMI E CONV - MISTO 16;Domingo;-10,02586163;-37,56142585;VOLTA;9
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;CANINDE DE SAO FRANCISCO;05:40;D+2;SEMI E CONV - MISTO 16;Domingo;-9,654104067;-37,78796372;VOLTA;10
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;PETROLANDIA;07:45;D+2;SEMI E CONV - MISTO 16;Domingo;-8,977343464;-38,22073355;VOLTA;11
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;FLORESTA;09:00;D+2;SEMI E CONV - MISTO 16;Domingo;-8,6008265;-38,57123934;VOLTA;12
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;31021300;SERRA TALHADA;10:20;D+2;SEMI E CONV - MISTO 16;Domingo;-7,98799752;-38,29631495;VOLTA;13
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;SERRA TALHADA;22:00;D+0;SEMI E CONV - MISTO 16;Sexta;-7,98799752;-38,29631495;IDA;1
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;FLORESTA;23:15;D+0;SEMI E CONV - MISTO 16;Sexta;-8,6008265;-38,57123934;IDA;2
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;PETROLANDIA;01:20;D+1;SEMI E CONV - MISTO 16;Sexta;-8,977343464;-38,22073355;IDA;3
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;CANINDE DE SAO FRANCISCO;03:10;D+1;SEMI E CONV - MISTO 16;Sexta;-9,654104067;-37,78796372;IDA;4
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;MONTE ALEGRE DE SERGIPE;03:55;D+1;SEMI E CONV - MISTO 16;Sexta;-10,02586163;-37,56142585;IDA;5
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;NOSSA SENHORA DA GLORIA;04:25;D+1;SEMI E CONV - MISTO 16;Sexta;-10,21568685;-37,41992146;IDA;6
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;NOSSA SENHORA DAS DORES;05:10;D+1;SEMI E CONV - MISTO 16;Sexta;-10,49205437;-37,19371121;IDA;7
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;FEIRA DE SANTANA;09:30;D+1;SEMI E CONV - MISTO 16;Sexta;-12,22928425;-38,9600331;IDA;8
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;JEQUIE;13:40;D+1;SEMI E CONV - MISTO 16;Sexta;-13,85566401;-40,08860733;IDA;9
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;VITORIA DA CONQUISTA;16:20;D+1;SEMI E CONV - MISTO 16;Sexta;-14,84800481;-40,83980954;IDA;10
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;TAUBATE;14:10;D+2;SEMI E CONV - MISTO 16;Sexta;-23,0265555;-45,5566087;IDA;11
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;SAO JOSE DOS CAMPOS;14:50;D+2;SEMI E CONV - MISTO 16;Sexta;-23,1840615;-45,8841754;IDA;12
PESP0213102;SERRA TALHADA(PE) - SAO PAULO(SP) - VIA FLORESTA;2131022200;SAO PAULO;20:00;D+2;SEMI E CONV - MISTO 16;Sexta;-23,5673865;-46,57038318;IDA;13
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;RIO DE JANEIRO;10:00;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-22,87665212;-43,22787513;IDA;1
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;TRES RIOS;12:00;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-22,117448;-43,21160944;IDA;2
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;LEOPOLDINA;14:20;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-21,53072936;-42,64184413;IDA;3
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;CARATINGA;18:10;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-19,78963492;-42,14370705;IDA;4
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;GOVERNADOR VALADARES;20:15;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-18,8528824;-41,94708133;IDA;5
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;TEOFILO OTONI;22:25;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-17,86253981;-41,50963517;IDA;6
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;MEDINA;01:25;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-16,22479562;-41,47630907;IDA;7
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;VITORIA DA CONQUISTA;04:25;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-14,84800481;-40,83980954;IDA;8
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;JEQUIE;07:10;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-13,85566401;-40,08860733;IDA;9
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;MILAGRES;09:15;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-12,87057492;-39,8591271;IDA;10
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;SANTO ESTEVAO;10:35;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-12,42889323;-39,2531902;IDA;11
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021000;FEIRA DE SANTANA;11:20;D+1;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Sábado;-12,22928425;-38,9600331;IDA;12
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;FEIRA DE SANTANA;11:00;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-12,22928425;-38,9600331;VOLTA;1
RJBA0213081;RIO DE JANEIRO(RJ) - FEIRA DE SANTANA(BA);79021100;SANTO ESTEVAO;11:45;D+0;SEMILEITO - MISTO 4 LUGARES (21-22-23-24);Quinta;-12,42889323;-39,2531902;VOLTA;2
