PREFIXO SIGMA;NOME DA LINHA;SERVICO;LOCALIDADE;HORARIO;DIA_PARTIDA;TIPO_VEICULO;FREQUENCIA;LAT;LON;SENTIDO;SEQUENCIA
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491600;PROPRIA;19:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-10,20820732;-36,84209936;VOLTA;10
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491600;SAO MIGUEL DOS CAMPOS;21:25;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-9,779934576;-36,09426427;VOLTA;11
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491600;MACEIO;22:35;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-9,660822152;-35,70162991;VOLTA;12
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491600;PALMARES;01:05;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-8,6790825;-35,58833599;VOLTA;13
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491600;RECIFE;04:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-8,062762483;-34,88894194;VOLTA;14
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;GOIANIA;16:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Terça;-16,67330977;-49,25581428;VOLTA;1
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;ANAPOLIS;16:50;D+0;FROTA SEMI E CONV - 46 LUGARES;Terça;-16,32882574;-48,9572179;VOLTA;2
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;BRASILIA;19:55;D+0;FROTA SEMI E CONV - 46 LUGARES;Terça;-15,79408736;-47,88790548;VOLTA;3
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;BARREIRAS;06:40;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-12,14492489;-45,00416844;VOLTA;4
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;SANTO ESTEVAO;18:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-12,42889323;-39,2531902;VOLTA;5
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;FEIRA DE SANTANA;19:10;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-12,22928425;-38,9600331;VOLTA;6
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;ALAGOINHAS;20:25;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-12,13418259;-38,42261577;VOLTA;7
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;ESTANCIA;23:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Terça;-11,26794865;-37,44001085;VOLTA;8
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;ARACAJU;00:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-10,9072158;-37,04821264;VOLTA;9
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;PROPRIA;01:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-10,20820732;-36,84209936;VOLTA;10
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;SAO MIGUEL DOS CAMPOS;03:25;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-9,779934576;-36,09426427;VOLTA;11
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;MACEIO;04:35;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-9,660822152;-35,70162991;VOLTA;12
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;PALMARES;07:05;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-8,6790825;-35,58833599;VOLTA;13
PEGO0213009;RECIFE(PE) - GOIANIA(GO);491800;RECIFE;09:25;D+2;FROTA SEMI E CONV - 46 LUGARES;Terça;-8,062762483;-34,88894194;VOLTA;14
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;RECIFE;22:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Sexta;-8,062762483;-34,88894194;IDA;1
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;PALMARES;00:20;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-8,6790825;-35,58833599;IDA;2
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;MACEIO;02:50;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-9,660822152;-35,70162991;IDA;3
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;SAO MIGUEL DOS CAMPOS;04:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-9,779934576;-36,09426427;IDA;4
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;PROPRIA;05:55;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-10,20820732;-36,84209936;IDA;5
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;ARACAJU;07:25;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-10,9072158;-37,04821264;IDA;6
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;ESTANCIA;08:25;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-11,26794865;-37,44001085;IDA;7
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;ALAGOINHAS;11:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-12,13418259;-38,42261577;IDA;8
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;FEIRA DE SANTANA;14:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-12,22928425;-38,9600331;IDA;9
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;SANTO ESTEVAO;14:55;D+1;FROTA SEMI E CONV - 46 LUGARES;Sexta;-12,42889323;-39,2531902;IDA;10
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;BARREIRAS;02:10;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-12,14492489;-45,00416844;IDA;11
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;BRASILIA;14:05;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-15,79408736;-47,88790548;IDA;12
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;ANAPOLIS;17:10;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-16,32882574;-48,9572179;IDA;13
PEGO0213009;RECIFE(PE) - GOIANIA(GO);4900930;GOIANIA;19:05;D+2;FROTA SEMI E CONV - 46 LUGARES;Sexta;-16,67330977;-49,25581428;IDA;14
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;RECIFE;16:00;D+0;SEMI E CONV - MISTO 30L;Quarta;-8,062762483;-34,88894194;IDA;1
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;PALMARES;18:20;D+0;SEMI E CONV - MISTO 30L;Quarta;-8,6790825;-35,58833599;IDA;2
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;MACEIO;21:31;D+0;SEMI E CONV - MISTO 30L;Quarta;-9,660822152;-35,70162991;IDA;3
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;SAO MIGUEL DOS CAMPOS;22:00;D+0;SEMI E CONV - MISTO 30L;Quarta;-9,779934576;-36,09426427;IDA;4
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;PROPRIA;23:55;D+0;SEMI E CONV - MISTO 30L;Quarta;-10,20820732;-36,84209936;IDA;5
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;ARACAJU;01:25;D+1;SEMI E CONV - MISTO 30L;Quarta;-10,9072158;-37,04821264;IDA;6
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;ESTANCIA;02:25;D+1;SEMI E CONV - MISTO 30L;Quarta;-11,26794865;-37,44001085;IDA;7
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;ALAGOINHAS;05:00;D+1;SEMI E CONV - MISTO 30L;Quarta;-12,13418259;-38,42261577;IDA;8
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;FEIRA DE SANTANA;06:15;D+1;SEMI E CONV - MISTO 30L;Quarta;-12,22928425;-38,9600331;IDA;9
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;SANTO ESTEVAO;06:55;D+1;SEMI E CONV - MISTO 30L;Quarta;-12,42889323;-39,2531902;IDA;10
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;BARREIRAS;18:45;D+1;SEMI E CONV - MISTO 30L;Quarta;-12,14492489;-45,00416844;IDA;11
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;BRASILIA;05:30;D+2;SEMI E CONV - MISTO 30L;Quarta;-15,79408736;-47,88790548;IDA;12
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;ANAPOLIS;08:35;D+2;SEMI E CONV - MISTO 30L;Quarta;-16,32882574;-48,9572179;IDA;13
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49009300;GOIANIA;09:25;D+2;SEMI E CONV - MISTO 30L;Quarta;-16,67330977;-49,25581428;IDA;14
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;RECIFE;22:00;D+0;SEMI E CONV - MISTO 30L;Segunda;-8,062762483;-34,88894194;IDA;1
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;PALMARES;00:20;D+1;SEMI E CONV - MISTO 30L;Segunda;-8,6790825;-35,58833599;IDA;2
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;MACEIO;02:50;D+1;SEMI E CONV - MISTO 30L;Segunda;-9,660822152;-35,70162991;IDA;3
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;SAO MIGUEL DOS CAMPOS;04:00;D+1;SEMI E CONV - MISTO 30L;Segunda;-9,779934576;-36,09426427;IDA;4
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;PROPRIA;05:55;D+1;SEMI E CONV - MISTO 30L;Segunda;-10,20820732;-36,84209936;IDA;5
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;ARACAJU;07:25;D+1;SEMI E CONV - MISTO 30L;Segunda;-10,9072158;-37,04821264;IDA;6
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;ESTANCIA;08:25;D+1;SEMI E CONV - MISTO 30L;Segunda;-11,26794865;-37,44001085;IDA;7
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;ALAGOINHAS;11:00;D+1;SEMI E CONV - MISTO 30L;Segunda;-12,13418259;-38,42261577;IDA;8
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;FEIRA DE SANTANA;14:00;D+1;SEMI E CONV - MISTO 30L;Segunda;-12,22928425;-38,9600331;IDA;9
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;SANTO ESTEVAO;14:55;D+1;SEMI E CONV - MISTO 30L;Segunda;-12,42889323;-39,2531902;IDA;10
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;BARREIRAS;02:10;D+2;SEMI E CONV - MISTO 30L;Segunda;-12,14492489;-45,00416844;IDA;11
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;BRASILIA;14:05;D+2;SEMI E CONV - MISTO 30L;Segunda;-15,79408736;-47,88790548;IDA;12
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;ANAPOLIS;17:10;D+2;SEMI E CONV - MISTO 30L;Segunda;-16,32882574;-48,9572179;IDA;13
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49012200;GOIANIA;19:05;D+2;SEMI E CONV - MISTO 30L;Segunda;-16,67330977;-49,25581428;IDA;14
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;RECIFE;16:00;D+0;SEMI E CONV - MISTO 16;Quarta;-8,062762483;-34,88894194;IDA;1
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;PALMARES;18:20;D+0;SEMI E CONV - MISTO 16;Quarta;-8,6790825;-35,58833599;IDA;2
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;MACEIO;20:50;D+0;SEMI E CONV - MISTO 16;Quarta;-9,660822152;-35,70162991;IDA;3
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;SAO MIGUEL DOS CAMPOS;22:00;D+0;SEMI E CONV - MISTO 16;Quarta;-9,779934576;-36,09426427;IDA;4
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;PROPRIA;23:55;D+0;SEMI E CONV - MISTO 16;Quarta;-10,20820732;-36,84209936;IDA;5
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;ARACAJU;01:25;D+1;SEMI E CONV - MISTO 16;Quarta;-10,9072158;-37,04821264;IDA;6
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;ESTANCIA;02:25;D+1;SEMI E CONV - MISTO 16;Quarta;-11,26794865;-37,44001085;IDA;7
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;ALAGOINHAS;05:00;D+1;SEMI E CONV - MISTO 16;Quarta;-12,13418259;-38,42261577;IDA;8
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;FEIRA DE SANTANA;08:30;D+1;SEMI E CONV - MISTO 16;Quarta;-12,22928425;-38,9600331;IDA;9
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;SANTO ESTEVAO;08:55;D+1;SEMI E CONV - MISTO 16;Quarta;-12,42889323;-39,2531902;IDA;10
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;BARREIRAS;18:45;D+1;SEMI E CONV - MISTO 16;Quarta;-12,14492489;-45,00416844;IDA;11
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;BRASILIA;05:30;D+2;SEMI E CONV - MISTO 16;Quarta;-15,79408736;-47,88790548;IDA;12
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;ANAPOLIS;08:35;D+2;SEMI E CONV - MISTO 16;Quarta;-16,32882574;-48,9572179;IDA;13
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49101600;GOIANIA;09:25;D+2;SEMI E CONV - MISTO 16;Quarta;-16,67330977;-49,25581428;IDA;14
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;GOIANIA;10:00;D+0;SEMI E CONV - MISTO 30L;Segunda;-16,67330977;-49,25581428;VOLTA;1
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;ANAPOLIS;10:50;D+0;SEMI E CONV - MISTO 30L;Segunda;-16,32882574;-48,9572179;VOLTA;2
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;BRASILIA;14:00;D+0;SEMI E CONV - MISTO 30L;Segunda;-15,79408736;-47,88790548;VOLTA;3
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;BARREIRAS;00:40;D+1;SEMI E CONV - MISTO 30L;Segunda;-12,14492489;-45,00416844;VOLTA;4
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;SANTO ESTEVAO;12:30;D+1;SEMI E CONV - MISTO 30L;Segunda;-12,42889323;-39,2531902;VOLTA;5
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;FEIRA DE SANTANA;13:10;D+1;SEMI E CONV - MISTO 30L;Segunda;-12,22928425;-38,9600331;VOLTA;6
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;ALAGOINHAS;14:25;D+1;SEMI E CONV - MISTO 30L;Segunda;-12,13418259;-38,42261577;VOLTA;7
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;ESTANCIA;17:00;D+1;SEMI E CONV - MISTO 30L;Segunda;-11,26794865;-37,44001085;VOLTA;8
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;ARACAJU;18:00;D+1;SEMI E CONV - MISTO 30L;Segunda;-10,9072158;-37,04821264;VOLTA;9
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;PROPRIA;19:30;D+1;SEMI E CONV - MISTO 30L;Segunda;-10,20820732;-36,84209936;VOLTA;10
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;SAO MIGUEL DOS CAMPOS;21:25;D+1;SEMI E CONV - MISTO 30L;Segunda;-9,779934576;-36,09426427;VOLTA;11
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;MACEIO;22:35;D+1;SEMI E CONV - MISTO 30L;Segunda;-9,660822152;-35,70162991;VOLTA;12
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;PALMARES;01:05;D+2;SEMI E CONV - MISTO 30L;Segunda;-8,6790825;-35,58833599;VOLTA;13
PEGO0213009;RECIFE(PE) - GOIANIA(GO);49311000;RECIFE;04:30;D+2;SEMI E CONV - MISTO 30L;Segunda;-8,062762483;-34,88894194;VOLTA;14
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;BELO HORIZONTE;11:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Domingo;-19,93752429;-43,92645317;VOLTA;1
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;CORONEL FABRICIANO;15:55;D+0;FROTA SEMI E CONV - 46 LUGARES;Domingo;-19,52505284;-42,62434658;VOLTA;2
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;GOVERNADOR VALADARES;18:45;D+0;FROTA SEMI E CONV - 46 LUGARES;Domingo;-18,8528824;-41,94708133;VOLTA;3
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;TEOFILO OTONI;21:05;D+0;FROTA SEMI E CONV - 46 LUGARES;Domingo;-17,86253981;-41,50963517;VOLTA;4
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;ITAOBIM;21:10;D+0;FROTA SEMI E CONV - 46 LUGARES;Domingo;-16,55952592;-41,49897698;VOLTA;5
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;VITORIA DA CONQUISTA;03:45;D+1;FROTA SEMI E CONV - 46 LUGARES;Domingo;-14,84800481;-40,83980954;VOLTA;6
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;JEQUIE;06:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Domingo;-13,85566401;-40,08860733;VOLTA;7
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;FEIRA DE SANTANA;11:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Domingo;-12,22928425;-38,9600331;VOLTA;8
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;ESTANCIA;15:35;D+1;FROTA SEMI E CONV - 46 LUGARES;Domingo;-11,26794865;-37,44001085;VOLTA;9
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;ARACAJU;16:45;D+1;FROTA SEMI E CONV - 46 LUGARES;Domingo;-10,9072158;-37,04821264;VOLTA;10
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;PROPRIA;18:20;D+1;FROTA SEMI E CONV - 46 LUGARES;Domingo;-10,20820732;-36,84209936;VOLTA;11
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;MACEIO;21:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Domingo;-9,660822152;-35,70162991;VOLTA;12
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;PALMARES;23:50;D+1;FROTA SEMI E CONV - 46 LUGARES;Domingo;-8,6790825;-35,58833599;VOLTA;13
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);4901900;RECIFE;02:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Domingo;-8,062762483;-34,88894194;VOLTA;14
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;RECIFE;22:00;D+0;FROTA SEMI E CONV - 46 LUGARES;Quinta;-8,062762483;-34,88894194;IDA;1
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;PALMARES;00:10;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-8,6790825;-35,58833599;IDA;2
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;MACEIO;02:45;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-9,660822152;-35,70162991;IDA;3
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;PROPRIA;05:55;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-10,20820732;-36,84209936;IDA;4
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;ARACAJU;07:45;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-10,9072158;-37,04821264;IDA;5
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;ESTANCIA;08:55;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-11,26794865;-37,44001085;IDA;6
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;FEIRA DE SANTANA;13:25;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-12,22928425;-38,9600331;IDA;7
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;JEQUIE;18:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-13,85566401;-40,08860733;IDA;8
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;VITORIA DA CONQUISTA;21:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-14,84800481;-40,83980954;IDA;9
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;ITAOBIM;23:50;D+1;FROTA SEMI E CONV - 46 LUGARES;Quinta;-16,55952592;-41,49897698;IDA;10
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;TEOFILO OTONI;03:20;D+2;FROTA SEMI E CONV - 46 LUGARES;Quinta;-17,86253981;-41,50963517;IDA;11
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;GOVERNADOR VALADARES;06:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Quinta;-18,8528824;-41,94708133;IDA;12
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;CORONEL FABRICIANO;09:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Quinta;-19,52505284;-42,62434658;IDA;13
PEMG0213053;RECIFE(PE) - BELO HORIZONTE(MG);49014000;BELO HORIZONTE;14:45;D+2;FROTA SEMI E CONV - 46 LUGARES;Quinta;-19,93752429;-43,92645317;IDA;14
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;RIO DE JANEIRO;16:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Segunda;-22,87665212;-43,22787513;VOLTA;1
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;LEOPOLDINA;20:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Segunda;-21,53072936;-42,64184413;VOLTA;2
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;CARATINGA;01:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-19,78963492;-42,14370705;VOLTA;3
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;GOVERNADOR VALADARES;03:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-18,8528824;-41,94708133;VOLTA;4
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;TEOFILO OTONI;05:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-17,86253981;-41,50963517;VOLTA;5
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;MEDINA;08:45;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-16,22479562;-41,47630907;VOLTA;6
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;VITORIA DA CONQUISTA;11:45;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-14,84800481;-40,83980954;VOLTA;7
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;JEQUIE;15:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-13,85566401;-40,08860733;VOLTA;8
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;MILAGRES;17:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-12,87057492;-39,8591271;VOLTA;9
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;SANTO ESTEVAO;18:50;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-12,42889323;-39,2531902;VOLTA;10
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;FEIRA DE SANTANA;20:00;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-12,22928425;-38,9600331;VOLTA;11
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;ALAGOINHAS;21:30;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-12,13418259;-38,42261577;VOLTA;12
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;ESTANCIA;23:59;D+1;FROTA SEMI E CONV - 46 LUGARES;Segunda;-11,26794865;-37,44001085;VOLTA;13
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;PROPRIA;02:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Segunda;-10,20820732;-36,84209936;VOLTA;14
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;SAO MIGUEL DOS CAMPOS;04:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Segunda;-9,779934576;-36,09426427;VOLTA;15
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;CARUARU;08:55;D+2;FROTA SEMI E CONV - 46 LUGARES;Segunda;-8,285898;-35,96707336;VOLTA;16
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;SURUBIM;10:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Segunda;-7,835157057;-35,7567841;VOLTA;17
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;LIMOEIRO;11:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Segunda;-7,880198;-35,45526105;VOLTA;18
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;TIMBAUBA;13:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Segunda;-7,511745674;-35,31877212;VOLTA;19
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;ITABAIANA;14:30;D+2;FROTA SEMI E CONV - 46 LUGARES;Segunda;-7,3309315;-35,33753339;VOLTA;20
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);4901630;CAMPINA GRANDE;17:00;D+2;FROTA SEMI E CONV - 46 LUGARES;Segunda;-7,22149704;-35,88385911;VOLTA;21
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;TIMBAUBA;10:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Quinta;-7,511745674;-35,31877212;IDA;1
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;LIMOEIRO;11:50;D+0;FROTA SEMI E CONV - 46 LUGARES;Quinta;-7,880198;-35,45526105;IDA;2
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;SURUBIM;12:50;D+0;FROTA SEMI E CONV - 46 LUGARES;Quinta;-7,835157057;-35,7567841;IDA;3
PERJ0213018;TIMBAUBA(PE) - RIO DE JANEIRO(RJ);49001030;CARUARU;15:30;D+0;FROTA SEMI E CONV - 46 LUGARES;Quinta;-8,285898;-35,96707336;IDA;4
